timestamp,symbol,mark_price,index_price,mark_premium_pct,funding_rate_pct,open_interest,trend_1m,trend_5m,trend_15m,orderbook_snapshot_imbalance,context_quality,context_confirm,warnings_json
2026-07-05T03:40:50.546957+00:00,SOLUSDT,80.48358705,80.52855947,-0.0558465472324283,0.005412999999999999,10226377.17,up,flat,down,-0.08252710876163082,OK,INSUFFICIENT,[]
2026-07-05T03:40:51.084472+00:00,XRPUSDT,1.13805334,1.13865451,-0.05279652385517278,0.01,333974430.0,down,down,down,-0.01624716397441146,OK,CONFLICTING,[]
2026-07-05T03:40:52.516141+00:00,DOGEUSDT,0.07605,0.07609293,-0.05641785642896992,0.007524,2403423679.0,flat,down,down,0.07682224833243925,OK,INSUFFICIENT,[]
2026-07-05T03:40:53.327864+00:00,ADAUSDT,0.1906,0.19066482,-0.03399683276653814,0.01,499216670.0,flat,up,down,0.01797600582529846,OK,INSUFFICIENT,[]
2026-07-05T03:40:53.841697+00:00,TRXUSDT,0.3243,0.32442176,-0.03753139123591041,-0.006695,274349751.0,flat,flat,down,0.08966559199356496,OK,INSUFFICIENT,"[""REST/WS book imbalance drift high""]"
2026-07-05T03:40:55.414125+00:00,LINKUSDT,7.89137548,7.89510319,-0.04721546901023602,0.005922,8539276.94,flat,down,down,-0.1462766650212903,OK,INSUFFICIENT,[]
2026-07-05T03:40:56.023970+00:00,AVAXUSDT,6.812,6.81729895,-0.07772799812452641,-0.0010659999999999999,7816389.0,up,flat,down,-0.04951939795303521,OK,INSUFFICIENT,[]
2026-07-05T03:40:56.587166+00:00,SUIUSDT,0.7414,0.74174423,-0.04640818035080049,0.01,101809639.4,flat,flat,down,-0.017692635898343755,OK,INSUFFICIENT,[]
2026-07-05T03:40:58.208216+00:00,BCHUSDT,237.54184601,237.67603851,-0.056460256086928035,0.009326,332322.818,down,down,down,0.06183510562849454,OK,INSUFFICIENT,[]
2026-07-05T03:40:58.754771+00:00,LTCUSDT,44.26,44.29264706,-0.07370762906939743,0.00916,1142557.738,flat,flat,down,0.015544228092485173,OK,INSUFFICIENT,[]
2026-07-05T03:40:59.772963+00:00,HBARUSDT,0.07542,0.07544824,-0.03742963387880065,0.01,306555429.0,flat,down,down,-0.09070694350951837,OK,INSUFFICIENT,[]
2026-07-05T03:41:01.007638+00:00,DOTUSDT,0.86834013,0.86925978,-0.10579691148255468,0.007653,31456723.2,flat,up,down,0.06091683020250764,OK,INSUFFICIENT,"[""mark/index premium stretched""]"
2026-07-05T03:41:01.558251+00:00,NEARUSDT,1.969,1.96986486,-0.0439045346491361,0.01,42523211.0,up,up,down,0.1873945024338169,OK,INSUFFICIENT,[]
2026-07-05T03:41:02.964494+00:00,UNIUSDT,3.18766038,3.18809633,-0.013674304502585803,0.01,18551893.0,up,down,down,0.11904649402536305,OK,INSUFFICIENT,[]
