signal_id,symbol,action,direction,entry_time,entry_price,entry_delta_5m,entry_imbalance,entry_aggression,entry_latest_event,entry_cvd,price_after_1m,price_after_5m,price_after_15m,max_favorable_pct,max_adverse_pct,final_return_pct,completed_time
aa9ad3ef-edb4-42af-997d-bdab35bea96a,AAVEUSDT,SHORT_BIAS,SHORT,2026-07-02T11:37:19.325881+00:00,87.69,-100579.3590000001,-0.18821173955102216,0.3119978365818779,SELL_AGGRESSION,-100579.35899999997,87.56,87.38,87.31,0.006614209145854697,0.0005701904436081327,0.004333447371422003,2026-07-02T11:52:20.257215+00:00
88b855ac-cbf7-46c3-b042-8123a33cc4c9,BCHUSDT,LONG_BIAS,LONG,2026-07-02T11:42:07.567267+00:00,216.69,140733.57403000013,0.7359232405411311,0.6732597317138578,BULLISH_DIVERGENCE,-218629.3953299987,216.9,216.79,215.84,0.0015229129170705271,0.006183949420831619,-0.003922654483363304,2026-07-02T11:57:07.728410+00:00
99c604db-c8a9-42aa-b9c3-efe300dee302,ADAUSDT,LONG_BIAS,LONG,2026-07-02T11:45:33.907252+00:00,0.16,226683.16530000005,0.18198046851478372,0.6308620954562951,TRADE_BURST,201929.68530000004,0.1601,0.1591,0.1594,0.001874999999999967,0.008124999999999973,-0.0037500000000001074,2026-07-02T12:00:34.106348+00:00
ba31c61e-5c4b-468e-bd96-50d3bb869c64,XRPUSDT,LONG_BIAS,LONG,2026-07-02T11:47:59.232051+00:00,1.0844,298061.86685999914,0.1971791201845301,0.580567479544971,BUY_AGGRESSION,544740.9625999999,1.084,1.0839,1.0836,0.0006455182589449677,0.0034120250829952382,-0.0007377351530801678,2026-07-02T12:02:59.602794+00:00
0595dfca-a9d7-4f7d-bafd-0fd716b164c5,NEARUSDT,LONG_BIAS,LONG,2026-07-02T11:49:04.189859+00:00,1.943,136597.03800000026,0.1619370044283566,0.6104085524455005,BUY_AGGRESSION,33585.95399999988,1.942,1.941,1.947,0.0030880082346886285,0.0046320123520329996,0.002058672156459086,2026-07-02T12:04:04.298954+00:00
5bac5416-45e8-41be-b5a5-1738bff214c1,SUIUSDT,SHORT_BIAS,SHORT,2026-07-02T11:49:31.916076+00:00,0.7417,-190206.05739000032,-0.17689199117390803,0.304083712084292,SELL_AGGRESSION,-276803.5911300001,0.7415,0.7422,0.7408,0.003370635027639285,0.0014830794121612374,0.0012134286099501307,2026-07-02T12:04:32.765893+00:00
c0c3e3f7-ceef-44d2-ba6f-b0fe15a20e90,AAVEUSDT,SHORT_BIAS,SHORT,2026-07-02T11:49:55.697377+00:00,87.47,-111655.80400000003,-0.173822660092171,0.3625785213081277,SELL_AGGRESSION,-294746.98600000003,87.36,87.04,87.59,0.007431119240882653,0.0016005487595747178,-0.001371898936778376,2026-07-02T12:04:56.676918+00:00
b244a5fc-f475-4758-8902-ea5a8fe4b9b9,UNIUSDT,LONG_BIAS,LONG,2026-07-02T12:01:39.591903+00:00,3.049,141880.57500000036,0.16368671133149887,0.5839262513418136,BULLISH_DIVERGENCE,-674642.5599999962,3.044,3.057,3.087,0.013775008199409728,0.005575598556903871,0.01246310265660881,2026-07-02T12:16:39.841040+00:00
ff038853-b025-4035-9a53-0d74ab67b74a,WLDUSDT,LONG_BIAS,LONG,2026-07-02T12:03:07.477087+00:00,0.3796,188881.22149999984,0.4528716495300086,0.6436391140977191,BUY_AGGRESSION,59582.255699999696,0.3797,0.3801,0.3806,0.004478398314014698,0.00026343519494201524,0.002634351949420445,2026-07-02T12:18:08.321287+00:00
f17a549a-abb3-478d-a88c-b23c6cad8fe0,BNBUSDT,SHORT_BIAS,SHORT,2026-07-02T12:04:49.749440+00:00,560.1,-336299.8966000003,-0.1609516418162135,0.4062431383644743,SELL_AGGRESSION,109074.20439999922,560.45,560.38,559.71,0.0009105516871986982,0.002945902517407565,0.0006963042313872279,2026-07-02T12:19:50.480606+00:00
5b7c6cc3-7847-4765-b918-372a5f514e9d,LINKUSDT,SHORT_BIAS,SHORT,2026-07-02T12:04:54.369155+00:00,7.649,-113363.9982,-0.16895320886767876,0.32697691778950827,SELL_AGGRESSION,-238490.82308000047,7.651,7.658,7.646,0.0014380964832004341,0.004706497581383133,0.0003922081317819471,2026-07-02T12:19:55.274612+00:00
cc791c37-0753-4e06-8764-404158de096a,SUIUSDT,LONG_BIAS,LONG,2026-07-02T12:06:13.012278+00:00,0.7417,130381.37587999996,0.17548907089210836,0.6771696144457409,BUY_AGGRESSION,-141406.62993999966,0.7422,0.7423,0.739,0.003370635027639135,0.004314412835378159,-0.003640285829850392,2026-07-02T12:21:14.227743+00:00
6b402075-9543-44d6-a7aa-d8deeab48e71,BCHUSDT,LONG_BIAS,LONG,2026-07-02T12:07:47.974839+00:00,216.21,150682.30265000003,0.18080595597935573,0.7637284471505943,BUY_AGGRESSION,-510195.21651999594,216.07,216.67,216.93,0.01114657046390082,0.0008787752647888521,0.0033300957402525267,2026-07-02T12:22:49.040535+00:00
870132b9-199f-405e-9ebe-c281d3020373,DOGEUSDT,LONG_BIAS,LONG,2026-07-02T12:10:36.416855+00:00,0.07428,137738.42326000019,0.20507220100678916,0.5898542047397162,BUY_AGGRESSION,-110507.17141000004,0.07427,0.07446,0.07413,0.002827140549273046,0.003500269251480834,-0.002019386106623551,2026-07-02T12:25:37.198837+00:00
d4e908f3-fa10-4a7f-9e13-e2c9f962e9e2,AAVEUSDT,LONG_BIAS,LONG,2026-07-02T12:12:40.654117+00:00,87.8,103990.75000000006,0.21346329697400873,0.6882128916825192,BUY_AGGRESSION,-466285.93099999975,87.69,88.1,88.01,0.00649202733485202,0.0051252847380410345,0.002391799544419225,2026-07-02T12:27:40.853204+00:00
3d9a4b23-10eb-49f2-bf74-410121508cf8,UNIUSDT,LONG_BIAS,LONG,2026-07-02T12:15:00.735990+00:00,3.086,156459.30100000039,0.15291929092803455,0.5815573469262548,BUY_AGGRESSION,-552277.1939999978,3.085,3.076,3.132,0.021062864549578727,0.0064808813998703885,0.014906027219701965,2026-07-02T12:30:01.833769+00:00
46948c89-c212-4ebc-9867-4a297eda6598,LINKUSDT,LONG_BIAS,LONG,2026-07-02T12:15:18.097139+00:00,7.685,249700.22293,0.28616460492967527,0.6797912071475036,BUY_AGGRESSION,49401.27900999954,7.671,7.642,7.708,0.00741704619388424,0.006115810019518505,0.002992843201041064,2026-07-02T12:30:18.920923+00:00
cbab5512-0ed6-4c17-87c5-014965b745d4,SUIUSDT,SHORT_BIAS,SHORT,2026-07-02T12:19:26.716673+00:00,0.7418,-108339.8531099997,-0.1654217584211198,0.37986553693784536,SELL_AGGRESSION,-199774.33346999978,0.7401,0.7398,0.7418,0.0044486384470207195,0.005527096252359117,0.0,2026-07-02T12:34:26.718715+00:00
7ba8069d-0bd9-42da-aa5a-035634ee5dc2,LINKUSDT,SHORT_BIAS,SHORT,2026-07-02T12:20:25.164095+00:00,7.643,-297071.90856999974,-0.1533595428275882,0.26244485651077076,BEARISH_DIVERGENCE,-254689.74507000032,7.642,7.662,7.699,0.0002616773518251707,0.012953028915347404,-0.0073269658511055935,2026-07-02T12:35:25.452035+00:00
53323c43-5ac1-463b-a6e8-3097df93e7c0,AVAXUSDT,SHORT_BIAS,SHORT,2026-07-02T12:21:26.024395+00:00,6.764,-341126.80100000044,-0.321485849315008,0.20885019551294268,SELL_AGGRESSION,-360536.02800000017,6.771,6.775,6.79,0.00014784151389715168,0.0072442341809579374,-0.0038438793613246305,2026-07-02T12:36:27.149473+00:00
b1a0e499-ddcc-4372-986c-8332cded589a,UNIUSDT,LONG_BIAS,LONG,2026-07-02T12:28:20.529652+00:00,3.116,173203.68700000062,0.3094963813166402,0.5891209620116971,BUY_AGGRESSION,-569806.7979999987,3.133,3.125,3.132,0.011232349165596822,0.003209242618742051,0.005134788189987167,2026-07-02T12:43:20.807394+00:00
